latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
56.6433,-111.4882,338.4,1,1,2016-05-04,1846,Terra,MODIS,68,6.2,287.8,30.3,D,0
56.6574,-111.4578,356.9,1,1,2016-05-04,1846,Terra,MODIS,98,6.2,272.6,67.2,D,0
56.6866,-111.5288,326.3,1,1,2016-05-04,1846,Terra,MODIS,0,6.2,277.8,14.5,D,0
56.7148,-111.328,307.8,3.8,1.8,2016-05-04,1857,Aqua,MODIS,0,6.2,276,40.1,D,0
56.7006,-111.3129,331.6,3.8,1.8,2016-05-04,1857,Aqua,MODIS,20,6.2,286,188.6,D,0
56.6396,-111.4293,387.1,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,313,258.4,D,0
56.6457,-111.5833,323.5,1.3,1.1,2016-05-04,2035,Aqua,MODIS,37,6.2,303.5,17.7,D,0
56.6477,-111.5623,348.1,1.3,1.1,2016-05-04,2035,Aqua,MODIS,89,6.2,304.4,68.8,D,0
56.6457,-111.4748,404.3,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,319.9,391.2,D,0
56.6316,-111.5138,353.6,1.3,1.1,2016-05-04,2035,Aqua,MODIS,97,6.2,308.4,86.7,D,0
56.6336,-111.4928,359.9,1.3,1.1,2016-05-04,2035,Aqua,MODIS,99,6.2,308.1,108.5,D,0
56.6356,-111.4716,365.1,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,307.5,130.4,D,0
56.7634,-111.5172,367.4,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,304.1,141.1,D,0
56.7655,-111.4959,355.2,1.3,1.1,2016-05-04,2035,Aqua,MODIS,88,6.2,299.1,91.5,D,0
56.721,-111.5254,343.7,1.3,1.1,2016-05-04,2035,Aqua,MODIS,69,6.2,304.9,51.5,D,0
56.7028,-111.4977,367.8,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,311.7,137.8,D,0
56.7048,-111.4765,395.5,1.3,1.1,2016-05-04,2035,Aqua,MODIS,94,6.2,308.5,312.8,D,0
56.7063,-111.4939,386.5,1.3,1.1,2016-05-04,2035,Aqua,MODIS,75,6.2,308.2,242.2,D,0
56.7084,-111.4726,391.4,1.3,1.1,2016-05-04,2035,Aqua,MODIS,0,6.2,303.7,279.4,D,0
56.6376,-111.4505,358.8,1.3,1.1,2016-05-04,2035,Aqua,MODIS,99,6.2,307.9,105.8,D,0
56.6518,-111.4112,367.1,1.3,1.1,2016-05-04,2035,Aqua,MODIS,94,6.2,302.2,141.9,D,0
56.6497,-111.4324,353.8,1.3,1.1,2016-05-04,2035,Aqua,MODIS,97,6.2,306.6,86.2,D,0
56.7756,-111.4991,445,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,315.6,942.2,D,0
56.7776,-111.4777,346.1,1.3,1.1,2016-05-04,2035,Aqua,MODIS,79,6.2,296.1,64.4,D,0
56.7614,-111.5384,382.4,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,303.6,223.8,D,0
56.6477,-111.4536,428.8,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,318.6,681.2,D,0
56.6738,-111.6139,329.4,1.3,1.1,2016-05-04,2035,Aqua,MODIS,33,6.2,304.3,26.5,D,0
56.6416,-111.408,371.7,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,306.3,167.3,D,0
56.7735,-111.5204,460.5,1.3,1.1,2016-05-04,2035,Aqua,MODIS,100,6.2,323,1246.3,D,0
56.6538,-111.3899,345.7,1.3,1.1,2016-05-04,2035,Aqua,MODIS,81,6.2,286.6,65.9,D,0
56.6964,-111.2709,363.4,1.3,1.1,2016-05-04,2035,Aqua,MODIS,0,6.2,273.8,138,D,0
56.6436,-111.3868,339.5,1.3,1.1,2016-05-04,2035,Aqua,MODIS,82,6.2,301.5,51.5,D,0
56.6119,-111.3775,328.1,2.7,1.6,2016-05-05,0600,Terra,MODIS,87,6.2,282.4,108.6,N,0
56.6455,-111.2454,332.1,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,285.1,121.2,N,0
56.6985,-111.0272,309.3,2.8,1.6,2016-05-05,0600,Terra,MODIS,56,6.2,280.1,49.7,N,0
56.6478,-111.2505,322.4,2.8,1.6,2016-05-05,0600,Terra,MODIS,43,6.2,285,70.4,N,0
56.6433,-111.3857,326.9,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,275.9,102.7,N,0
56.6103,-111.4222,330.9,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,283.7,127.6,N,0
56.6133,-111.4274,328.3,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,282,113.3,N,0
56.5636,-111.1006,351.3,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,275.2,281.8,N,0
56.5839,-110.9159,360.2,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,275.3,395.4,N,0
56.5825,-110.9632,316.6,2.8,1.6,2016-05-05,0600,Terra,MODIS,22,6.2,272.1,58.4,N,0
56.5985,-110.9172,369.7,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,281.1,523.2,N,0
56.597,-110.9646,358.8,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,279.9,368.8,N,0
56.6131,-110.9189,323.5,2.8,1.6,2016-05-05,0600,Terra,MODIS,54,6.2,277.4,89.7,N,0
56.6101,-111.0125,321.8,2.8,1.6,2016-05-05,0600,Terra,MODIS,22,6.2,270.2,64.6,N,0
56.6085,-111.0586,321.2,2.8,1.6,2016-05-05,0600,Terra,MODIS,39,6.2,271.9,64.1,N,0
56.6276,-110.9209,315.3,2.8,1.6,2016-05-05,0600,Terra,MODIS,1,6.2,276.5,55.2,N,0
56.6141,-110.9236,324.5,2.8,1.6,2016-05-05,0600,Terra,MODIS,51,6.2,279.1,95.4,N,0
56.6286,-110.9257,318.8,2.8,1.6,2016-05-05,0600,Terra,MODIS,23,6.2,278.5,70.7,N,0
56.5751,-111.1932,358.5,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,288.9,352.5,N,0
56.5736,-111.2385,341.8,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,286.3,196.5,N,0
56.588,-111.2399,323.2,2.8,1.6,2016-05-05,0600,Terra,MODIS,58,6.2,282.9,79.6,N,0
56.6118,-111.4718,306,2.7,1.6,2016-05-05,0600,Terra,MODIS,14,6.2,278.2,33.6,N,0
56.5472,-111.092,349.4,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,272,268.8,N,0
56.6215,-111.106,330.9,2.8,1.6,2016-05-05,0600,Terra,MODIS,96,6.2,277,109,N,0
56.6359,-111.1073,320.9,2.8,1.6,2016-05-05,0600,Terra,MODIS,48,6.2,277.1,62.8,N,0
56.6101,-111.0634,321.2,2.8,1.6,2016-05-05,0600,Terra,MODIS,64,6.2,272.2,55.2,N,0
56.6246,-111.0649,337.2,2.8,1.6,2016-05-05,0600,Terra,MODIS,97,6.2,275.4,158.9,N,0
56.6232,-111.1109,327.2,2.8,1.6,2016-05-05,0600,Terra,MODIS,46,6.2,278.2,91.9,N,0
56.6796,-111.16,324.7,2.8,1.6,2016-05-05,0600,Terra,MODIS,95,6.2,281.1,96.5,N,0
56.697,-111.0732,302.6,2.8,1.6,2016-05-05,0600,Terra,MODIS,50,6.2,277.3,30.5,N,0
56.5976,-111.3761,346.6,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,285,235.9,N,0
56.5347,-111.0984,312.7,2.8,1.6,2016-05-05,0600,Terra,MODIS,59,6.2,269.1,48.9,N,0
56.5492,-111.0994,362.6,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,277.8,409.1,N,0
56.5622,-111.1464,386.8,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,290.9,803.7,N,0
56.5607,-111.1919,349.9,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,288.6,267.5,N,0
56.5617,-111.0932,349.6,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,272.8,265.7,N,0
56.5665,-110.9546,313.7,2.8,1.6,2016-05-05,0600,Terra,MODIS,32,6.2,269.1,55.4,N,0
56.6147,-111.3826,327.4,2.7,1.6,2016-05-05,0600,Terra,MODIS,61,6.2,281.6,100.9,N,0
56.6405,-111.3805,328.2,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,276.7,105.5,N,0
56.5992,-111.3313,339.8,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,285,182.3,N,0
56.6019,-111.3362,341.4,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,285.1,191.3,N,0
56.6004,-111.3811,339.3,2.7,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,284.9,176.6,N,0
56.6781,-111.2056,314.6,2.8,1.6,2016-05-05,0600,Terra,MODIS,22,6.2,285.4,50.9,N,0
56.623,-111.06,336.9,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,275.2,141.4,N,0
56.5766,-111.1476,323.4,2.8,1.6,2016-05-05,0600,Terra,MODIS,23,6.2,283.5,82.9,N,0
56.6114,-111.0173,324.7,2.8,1.6,2016-05-05,0600,Terra,MODIS,51,6.2,271,78.5,N,0
56.6855,-110.9788,325.1,2.8,1.6,2016-05-05,0600,Terra,MODIS,57,6.2,282,104.6,N,0
56.684,-111.0253,324.9,2.8,1.6,2016-05-05,0600,Terra,MODIS,79,6.2,280.9,103.8,N,0
56.7015,-110.9343,311.4,2.8,1.6,2016-05-05,0600,Terra,MODIS,45,6.2,269.4,53.5,N,0
56.5477,-111.1453,369.3,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,287.6,501.5,N,0
56.5584,-111.1844,347.1,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,288.9,245,N,0
56.56,-111.139,401.4,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,290.9,1153.3,N,0
56.5456,-111.138,361.5,2.8,1.6,2016-05-05,0600,Terra,MODIS,100,6.2,285.5,396.6,N,0
56.6171,-111.0993,304.4,2.7,1.6,2016-05-05,1751,Terra,MODIS,44,6.2,271.5,33.2,D,0
56.6155,-111.0552,302.8,2.7,1.6,2016-05-05,1751,Terra,MODIS,22,6.2,272.9,27.6,D,0
56.6326,-111.5505,320.5,2.8,1.6,2016-05-05,1751,Terra,MODIS,54,6.2,277.2,82.8,D,0
56.6311,-111.5045,332.7,2.8,1.6,2016-05-05,1751,Terra,MODIS,88,6.2,281.9,142.8,D,0
56.6166,-111.5057,330,2.8,1.6,2016-05-05,1751,Terra,MODIS,81,6.2,277.3,130.3,D,0
56.6291,-111.5101,342.2,2.8,1.6,2016-05-05,1751,Terra,MODIS,93,6.2,281.8,207.1,D,0
56.4949,-111.0792,308.5,2.7,1.6,2016-05-05,1751,Terra,MODIS,17,6.2,271.7,42.6,D,0
56.7002,-111.0271,401.3,2,1.4,2016-05-05,1928,Terra,MODIS,100,6.2,295.8,701,D,0
56.7824,-111.4886,333.8,1.9,1.3,2016-05-05,1928,Terra,MODIS,69,6.2,290.7,74.3,D,0
56.7783,-111.5264,352.5,1.9,1.3,2016-05-05,1928,Terra,MODIS,91,6.2,288.9,162.3,D,0
56.7713,-111.4978,343.3,1.9,1.3,2016-05-05,1928,Terra,MODIS,89,6.2,290.7,112.3,D,0
56.6853,-110.8586,383.6,2,1.4,2016-05-05,1928,Terra,MODIS,82,6.2,294.3,470.2,D,0
56.693,-110.8892,379.1,2,1.4,2016-05-05,1928,Terra,MODIS,89,6.2,291.1,411.4,D,0
56.7006,-110.9194,343.7,2,1.4,2016-05-05,1928,Terra,MODIS,88,6.2,285.9,137.3,D,0
56.7081,-110.9493,322.9,2,1.4,2016-05-05,1928,Terra,MODIS,82,6.2,285.3,56.2,D,0
56.7969,-111.4698,356.7,1.9,1.3,2016-05-05,1928,Terra,MODIS,93,6.2,293.5,188.9,D,0
56.7858,-111.479,331.5,1.9,1.3,2016-05-05,1928,Terra,MODIS,61,6.2,292.1,67.6,D,0
56.7935,-111.4795,359.7,1.9,1.3,2016-05-05,1928,Terra,MODIS,94,6.2,295.2,208.8,D,0
